dataset,source,column,dtype,n_unique,min_observed,max_observed,constraint_type_SUGGESTED,constraint_type_CONFIRMED,auto_note,kishore_note
churn,openml,total_eve_minutes,float64,1879,0.0,363.7,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,call-time duration in minutes — non-negative by definition (time/distance elapsed cannot be negative)
churn,openml,total_eve_calls,uint8,126,0,170,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,count of calls placed — non-negative by definition of a count
churn,openml,total_night_minutes,float64,1853,0.0,395.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,call-time duration in minutes — non-negative by definition (time/distance elapsed cannot be negative)
churn,openml,total_night_calls,uint8,131,0,175,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,count of calls placed — non-negative by definition of a count
churn,openml,total_intl_minutes,float64,170,0.0,20.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,call-time duration in minutes — non-negative by definition (time/distance elapsed cannot be negative)
churn,openml,total_intl_calls,uint8,21,0,20,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,count of calls placed — non-negative by definition of a count
churn,openml,number_customer_service_calls,category,10,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
churn,openml,class,int64,2,0,1,no_negative,categorical,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","binary target/outcome label (0/1) — a classification label, not a continuous non-negative magnitude; missed on first pass because it inherited the bulk no_negative default instead of being read individually"
electricity,openml,day,category,7,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
electricity,openml,period,float64,48,0.0,1.0,no_negative,"range:[0,1]","observed min=0 >= 0, no clear name signal — weak guess, please confirm","feature is pre-normalized to [0,1] in this dataset version — bounded range is the real constraint, not just no_negative"
electricity,openml,nswprice,float64,4089,0.0,1.0,no_negative,"range:[0,1]",name suggests non-negative quantity; observed min=0 >= 0,"feature is pre-normalized to [0,1] in this dataset version — bounded range is the real constraint, not just no_negative"
electricity,openml,nswdemand,float64,5266,0.0,1.0,no_negative,"range:[0,1]","observed min=0 >= 0, no clear name signal — weak guess, please confirm","feature is pre-normalized to [0,1] in this dataset version — bounded range is the real constraint, not just no_negative"
electricity,openml,vicprice,float64,3798,0.0,1.0,no_negative,"range:[0,1]",name suggests non-negative quantity; observed min=0 >= 0,"feature is pre-normalized to [0,1] in this dataset version — bounded range is the real constraint, not just no_negative"
electricity,openml,vicdemand,float64,2846,0.0,1.0,no_negative,"range:[0,1]","observed min=0 >= 0, no clear name signal — weak guess, please confirm","feature is pre-normalized to [0,1] in this dataset version — bounded range is the real constraint, not just no_negative"
electricity,openml,transfer,float64,1878,0.0,1.0,no_negative,"range:[0,1]","observed min=0 >= 0, no clear name signal — weak guess, please confirm","feature is pre-normalized to [0,1] in this dataset version — bounded range is the real constraint, not just no_negative"
electricity,openml,class,int64,2,0,1,no_negative,categorical,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",binary target label
heloc,openml,ExternalRiskEstimate,int64,61,-9,94,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,MSinceOldestTradeOpen,int64,526,-9,803,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,MSinceMostRecentTradeOpen,int64,112,-9,383,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,AverageMInFile,int64,237,-9,383,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,NumSatisfactoryTrades,int64,74,-9,79,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,NumTrades60Ever2DerogPubRec,int64,19,-9,19,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,NumTrades90Ever2DerogPubRec,int64,17,-9,19,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,PercentTradesNeverDelq,int64,72,-9,100,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,MSinceMostRecentDelq,int64,87,-9,83,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,MaxDelq2PublicRecLast12M,int64,10,-9,9,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,MaxDelqEver,int64,8,-9,8,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,NumTotalTrades,int64,88,-9,104,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,NumTradesOpeninLast12M,int64,19,-9,19,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,PercentInstallTrades,int64,96,-9,100,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,MSinceMostRecentInqexcl7days,int64,28,-9,24,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,NumInqLast6M,int64,27,-9,66,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,NumInqLast6Mexcl7days,int64,27,-9,66,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column shows no secondary -8 sentinel (jumps straight from -9 to a real non-negative value), consistent with it not being a trade/inquiry-type-dependent metric. Underlying domain quantity is genuinely non-negative; -9 is a pre-existing raw-file defect to be caught by the sentinel-decode step, not a real observation — confirmed no_negative, not none."
heloc,openml,NetFractionRevolvingBurden,int64,128,-9,232,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,NetFractionInstallBurden,int64,139,-9,471,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,NumRevolvingTradesWBalance,int64,31,-9,32,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,NumInstallTradesWBalance,int64,20,-9,23,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,NumBank2NatlTradesWHighUtilization,int64,19,-9,18,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,PercentTradesWBalance,int64,95,-9,100,none,no_negative,"negative values present (min=-9) — verify: real negative quantity, or undocumented sentinel?","CONFIRMED via data inspection (n=10459): -9 is a record-level sentinel — 98.33% of the other 22 HELOC columns are also -9 whenever ExternalRiskEstimate==-9, confirming a synchronized ""no bureau record"" flag, not scattered negative noise. This column ALSO carries a second, distinct sentinel: -8, sitting between -9 and the real value range (FICO-documented ""no usable/valid trades or inquiries of this type"" — narrower than -9, consistent with this being a trade/inquiry/utilization-dependent metric). The underlying domain quantity is genuinely non-negative; -9/-8 are pre-existing raw-file defects to be caught by a sentinel-decode step, not real observations — confirmed no_negative, not none. NEW FINDING not previously documented in D1: the -8 code exists and should be added to the sentinel-decode logic alongside -9."
heloc,openml,RiskPerformance,int64,2,0,1,no_negative,categorical,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",binary target label
jm1,openml,loc,float64,365,1.0,3442.0,no_negative,no_negative,"observed min=1 >= 0, no clear name signal — weak guess, please confirm","McCabe/Halstead metric: lines of code, a count — non-negative by definition of a count"
jm1,openml,v(g),float64,108,1.0,470.0,no_negative,no_negative,"observed min=1 >= 0, no clear name signal — weak guess, please confirm","McCabe cyclomatic complexity, a count-based graph metric, non-negative by construction — non-negative by definition of a count"
jm1,openml,ev(g),float64,74,1.0,165.0,no_negative,no_negative,"observed min=1 >= 0, no clear name signal — weak guess, please confirm","McCabe essential complexity, non-negative by construction — non-negative by definition of a count"
jm1,openml,iv(g),float64,82,1.0,402.0,no_negative,no_negative,"observed min=1 >= 0, no clear name signal — weak guess, please confirm","McCabe design complexity, non-negative by construction — non-negative by definition of a count"
jm1,openml,n,float64,806,0.0,8441.0,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead program length (sum of operator+operand counts), non-negative by construction — non-negative by definition of a count"
jm1,openml,v,float64,3991,0.0,80843.08,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead Volume — computed from log of non-negative vocabulary size, non-negative by construction"
jm1,openml,l,float64,55,0.0,1.3,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead Level — ratio of non-negative Halstead quantities, non-negative by construction"
jm1,openml,d,float64,2695,0.0,418.2,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead Difficulty — ratio of non-negative Halstead quantities, non-negative by construction"
jm1,openml,i,float64,4268,0.0,569.78,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead Intelligence — ratio of non-negative Halstead quantities, non-negative by construction"
jm1,openml,e,float64,6978,0.0,31079782.27,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead Effort — product of non-negative Halstead quantities, non-negative by construction"
jm1,openml,b,float64,310,0.0,26.95,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead Delivered Bugs estimate — derived from Effort via a fixed non-negative scaling, non-negative by construction"
jm1,openml,t,float64,6761,0.0,1726654.57,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","Halstead Time estimate — derived from Effort via a fixed non-negative scaling, non-negative by construction"
jm1,openml,lOCode,float64,291,0.0,2824.0,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",count of lines of code — non-negative by definition of a count
jm1,openml,lOComment,float64,88,0.0,344.0,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",count of comment lines — non-negative by definition of a count
jm1,openml,lOBlank,float64,95,0.0,447.0,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",count of blank lines — non-negative by definition of a count
jm1,openml,locCodeAndComment,uint8,30,0,108,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",count of lines containing both code and comment — non-negative by definition of a count
jm1,openml,uniq_Op,float64,68,0.0,411.0,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",count of unique operators — non-negative by definition of a count
jm1,openml,uniq_Opnd,float64,171,0.0,1026.0,no_negative,no_negative,"observed min=0 >= 0, no clear name signal — weak guess, please confirm",count of unique operands — non-negative by definition of a count
jm1,openml,total_Op,float64,581,0.0,5420.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,count of total operators — non-negative by definition of a count
jm1,openml,total_Opnd,float64,468,0.0,3021.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,count of total operands — non-negative by definition of a count
jm1,openml,branchCount,float64,146,1.0,826.0,no_negative,no_negative,name suggests non-negative quantity; observed min=1 >= 0,count of branches in control flow graph — non-negative by definition of a count
jm1,openml,defects,int64,2,0,1,no_negative,categorical,"observed min=0 >= 0, no clear name signal — weak guess, please confirm","binary target/outcome label (0/1) — a classification label, not a continuous non-negative magnitude; missed on first pass because it inherited the bulk no_negative default instead of being read individually"
kick,openml,Auction,category,3,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,VehYear,float64,9,2001.0,2009.0,no_negative,"range:[1990,2015]","observed min=2e+03 >= 0, no clear name signal — weak guess, please confirm",calendar year — no_negative alone is a weak constraint; realistic bound is more informative for corruption-injection design
kick,openml,VehicleAge,uint8,10,0,9,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,"vehicle age in years, a count — non-negative by definition of a count"
kick,openml,Make,category,32,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,Model,category,999,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,Trim,category,129,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,SubModel,category,799,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,Color,category,16,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,Transmission,category,3,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,WheelTypeID,category,4,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,WheelType,category,3,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,VehOdo,float64,32208,4825.0,115026.0,no_negative,no_negative,"observed min=4.82e+03 >= 0, no clear name signal — weak guess, please confirm","odometer reading in miles, a cumulative non-negative distance — non-negative by definition (time/distance elapsed cannot be negative)"
kick,openml,Nationality,category,4,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,Size,category,12,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,TopThreeAmericanName,category,4,,,categorical,categorical,"non-numeric — not handled by this mechanism, do not annotate as no_negative/range","confirmed non-numeric/coded categorical, excluded from range mechanism"
kick,openml,MMRAcquisitionAuctionAveragePrice,float64,9649,0.0,33543.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,"Manheim Market Report auction valuation, USD — monetary amount, non-negative by definition (NOTE: observed min=0.0 for several MMR columns is worth a separate look — a $0 valuation may indicate ""valuation unavailable"" coded as zero rather than a true price of zero; flagging for Kishore to check against the kick/DontGetKicked data dictionary before treating 0 as a valid observation vs. a missingness sentinel)"
kick,openml,MMRAcquisitionAuctionCleanPrice,float64,10511,0.0,36701.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,"Manheim Market Report auction valuation, USD — monetary amount, non-negative by definition (NOTE: observed min=0.0 for several MMR columns is worth a separate look — a $0 valuation may indicate ""valuation unavailable"" coded as zero rather than a true price of zero; flagging for Kishore to check against the kick/DontGetKicked data dictionary before treating 0 as a valid observation vs. a missingness sentinel)"
kick,openml,MMRAcquisitionRetailAveragePrice,float64,11700,0.0,37885.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,"Manheim Market Report retail valuation, USD — monetary amount, non-negative by definition (NOTE: observed min=0.0 for several MMR columns is worth a separate look — a $0 valuation may indicate ""valuation unavailable"" coded as zero rather than a true price of zero; flagging for Kishore to check against the kick/DontGetKicked data dictionary before treating 0 as a valid observation vs. a missingness sentinel)"
kick,openml,MMRAcquisitonRetailCleanPrice,float64,12313,0.0,41482.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,"Manheim Market Report retail valuation, USD — monetary amount, non-negative by definition (NOTE: observed min=0.0 for several MMR columns is worth a separate look — a $0 valuation may indicate ""valuation unavailable"" coded as zero rather than a true price of zero; flagging for Kishore to check against the kick/DontGetKicked data dictionary before treating 0 as a valid observation vs. a missingness sentinel)"
kick,openml,MMRCurrentAuctionAveragePrice,float64,9612,0.0,33369.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,"Manheim Market Report auction valuation, USD — monetary amount, non-negative by definition (NOTE: observed min=0.0 for several MMR columns is worth a separate look — a $0 valuation may indicate ""valuation unavailable"" coded as zero rather than a true price of zero; flagging for Kishore to check against the kick/DontGetKicked data dictionary before treating 0 as a valid observation vs. a missingness sentinel)"
kick,openml,MMRCurrentAuctionCleanPrice,float64,10395,0.0,36478.0,no_negative,no_negative,name suggests non-negative quantity; observed min=0 >= 0,"Manheim Market Report auction valuation, USD — monetary amount, non-negative by definition (NOTE: observed min=0.0 for several MMR columns is worth a separate look — a $0 valuation may indicate ""valuation unavailable"" coded as zero rather than a true price of zero; flagging for Kishore to check against the kick/DontGetKicked data dictionary before treating 0 as a valid observation vs. a missingness sentinel)"
